,Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Page start,Page end,Cited by,DOI,Link,Document Type,Open Access,Abstract,Keywords,Text
14315,"Murthy, D.N.P., Asgharizadeh, E.",24290510500; 24922994500,Optimal decision making in a maintenance service operation,1999,European Journal of Operational Research,116.0,2.0,259.0,273.0,106.0,10.1016/S0377-2217(98)90202-8,https://www.scopus.com/inward/record.url?eid=2-s2.0-0032641492&partnerID=40&md5=9b241767dc17228bd99e7a79a24c1d29,Article,,"In recent years, there has been a dramatic increase in the out sourcing of equipment maintenance with the maintenance being carried out by an external agent rather than in-house. Often, the agent offers more than one option and the owners of equipment (customers) are faced with the problem of selecting the optimal option. The optimal choice depends on their attitude to risk and the parameters of the different options. The agent needs to take these issues into account in the optimal selection of the parameters for the different options and this requires a game theoretic formulation. The papers deals with one such model formulation to determine the agent's optimal strategy with regards the pricing structure, the number of customers to service and the number of service channels.",(),optim decis make mainten servic oper in recent year dramat increas sourc equip mainten mainten carri extern agent rather in hous often agent offer one option owner equip custom face problem select optim option the optim choic depend attitud risk paramet differ option the agent need take issu account optim select paramet differ option requir game theoret formul the paper deal one model formul determin agent s optim strategi regard price structur number custom servic number servic channel
14319,"Adan, I., De Kok, T., Resing, J.",7004197715; 7006403835; 7003363055,Multi-server queueing model with locking,1999,European Journal of Operational Research,116.0,2.0,249.0,258.0,7.0,10.1016/S0377-2217(98)00224-0,https://www.scopus.com/inward/record.url?eid=2-s2.0-0032640275&partnerID=40&md5=30a44d907bdf971f1bf14924fa7c6313,Article,,"In this paper we analyse a multi-server queueing model with locking. The model is motivated by a situation we encountered at a maintenance facility for trains. Maintenance is done at parallel tracks, where each track offers space to two trains. Trains can enter and leave the tracks from one and the same side only. This gives rise to locking of the front train: in order to leave the maintenance track the front train has to wait till maintenance of the back train (if there is one) has also been completed. Hence, part of the maintenance (or track) capacity is lost. The queueing model is used to investigate the loss of capacity and its effect on sojourn times. The performance of this system is also compared with other designs. A surprising result is that in light traffic it is better to use only half of the track capacity by allowing no more than one train at a maintenance track.",(),multi server queue model lock in paper analys multi server queue model lock the model motiv situat encount mainten facil train mainten done parallel track track offer space two train train enter leav track one side onli this give rise lock front train order leav mainten track front train wait till mainten back train if one also complet henc part mainten or track capac lost the queue model use investig loss capac effect sojourn time the perform system also compar design a surpris result light traffic better use half track capac allow one train mainten track
14332,"Vineyard, M., Amoako-Gyampah, K., Meredith, J.R.",35616529500; 6603851103; 7102609449,Failure rate distributions for flexible manufacturing systems: an empirical study,1999,European Journal of Operational Research,116.0,1.0,139.0,155.0,55.0,10.1016/S0377-2217(98)00096-4,https://www.scopus.com/inward/record.url?eid=2-s2.0-0032649736&partnerID=40&md5=bb1d0f6a3de3668edc869955c9613fbc,Article,,"To aid researchers in the simulation and testing of maintenance policies for complex, computer controlled technological equipment this paper presents a description of failure and repair rate characteristics as well as distribution data for a typical flexible manufacturing system (FMS) that is in use in a mid-western (USA) manufacturing plant. Separate data are included for mechanical, hydraulic, electrical, electronic, software and human failures as well as repairs. The data are also fit with appropriate theoretical distributions.",(),failur rate distribut flexibl manufactur system empir studi to aid research simul test mainten polici complex comput control technolog equip paper present descript failur repair rate characterist well distribut data typic flexibl manufactur system fms use mid western usa manufactur plant separ data includ mechan hydraul electr electron softwar human failur well repair the data also fit appropri theoret distribut
14383,"Hatch, M.L., Badinelli, R.D.",7102640564; 6602652331,Concurrent optimization in designing for logistics support,1999,European Journal of Operational Research,115.0,1.0,77.0,97.0,13.0,10.1016/S0377-2217(98)00082-4,https://www.scopus.com/inward/record.url?eid=2-s2.0-0344286061&partnerID=40&md5=09341753c2a05f0ee5534636cc2412be,Article,"All Open Access, Green","Concurrent Engineering has always been an important field within military industry and is gaining recognition within commercial industry as well. Studies have suggested that long-range research efforts need to be directed to the area of integrated logistics. In order to satisfy the overall logistics objectives, product designs must incorporate consideration of the impact that design decisions have on operations, maintenance, transportation and supply. This paper presents a model that carries out a concurrent optimization of a product design and its associated manufacturing and logistics support systems. We offer this model as a framework for decision support of concurrent engineering activities.",(),concurr optim design logist support concurr engin alway import field within militari industri gain recognit within commerci industri well studi suggest long rang research effort need direct area integr logist in order satisfi overal logist object product design must incorpor consider impact design decis oper mainten transport suppli this paper present model carri concurr optim product design associ manufactur logist support system we offer model framework decis support concurr engin activ
14404,"Lee, C.-Y.",7410157139,Two-machine flowshop scheduling with availability constraints,1999,European Journal of Operational Research,114.0,2.0,420.0,429.0,131.0,10.1016/S0377-2217(97)00452-9,https://www.scopus.com/inward/record.url?eid=2-s2.0-0033116875&partnerID=40&md5=a8f02fe7cc3cc0a245922cebe35cc55c,Article,,"The majority of the scheduling literature carries a common assumption that machines are available all the time. However, this availability assumption may not be true in real industry settings, since a machine may become unavailable during certain periods of time when, for instance, a machine breakdown or a preventive maintenance activity is scheduled. Although the problem is realistic and important, it is relatively new and unstudied. In this paper, we study the two-machine flowshop problem under the assumption that the unavailable time is known in advance. We assume that if a job cannot be finished before the next down period of a machine then the job will have to partially restart when the machine has become available again. We call our model semiresumable. Our model contains two important special cases: resumable where the job can be continued without any penalty and nonresumable where the job needs to totally restart. We study the problem where an availability constraint is imposed only on one machine as well as on both machines. We provide complexity analysis, develop a pseudo-polynomial dynamic programming algorithm to solve the problem optimally and also propose heuristic algorithms with an error bound analysis.","('Availability constraints', 'Dynamic programming', 'Error bound analysis', 'Machine scheduling')",two machin flowshop schedul avail constraint the major schedul literatur carri common assumpt machin avail time howev avail assumpt may true real industri set sinc machin may becom unavail certain period time when instanc machin breakdown prevent mainten activ schedul although problem realist import relat new unstudi in paper studi two machin flowshop problem assumpt unavail time known advanc we assum job cannot finish next period machin job partial restart machin becom avail again we call model semiresum our model contain two import special case resum job continu without penalti nonresum job need total restart we studi problem avail constraint impos one machin well machin we provid complex analysi develop pseudo polynomi dynam program algorithm solv problem optim also propos heurist algorithm error bound analysi avail constraint dynam program error bound analysi machin schedul
14484,"Dagpunar, J.S.",6603963864,A new approach for solving repair limit problems,1999,European Journal of Operational Research,113.0,1.0,137.0,146.0,3.0,10.1016/S0377-2217(97)00446-3,https://www.scopus.com/inward/record.url?eid=2-s2.0-0033078285&partnerID=40&md5=4aa631c2d63372a59934f54ad89c569f,Article,,"The usual approach to finding optimal repair limits on failure of a component is to use a finite state approximation Markov Decision Process (MDP). In this paper an alternative approach is introduced. Assuming a stochastically increasing repair cost, the optimum solution is shown to satisfy a certain two-point boundary condition, first order differential equation. An asymptotic formula for the optimal repair limit function is derived. Numerical solutions are obtained for some Weibull and Special Erlang distributed time to failure distributions. The structural form of the repair limit function results in a solution procedure which is several orders of magnitude faster than is achievable using previous methods.","('Maintenance', 'Repair', 'Repair limit', 'Replacement')",a new approach solv repair limit problem the usual approach find optim repair limit failur compon use finit state approxim markov decis process mdp in paper altern approach introduc assum stochast increas repair cost optimum solut shown satisfi certain two point boundari condit first order differenti equat an asymptot formula optim repair limit function deriv numer solut obtain weibul special erlang distribut time failur distribut the structur form repair limit function result solut procedur sever order magnitud faster achiev use previous method mainten repair repair limit replac
14487,"Deris, S., Omatu, S., Ohta, H., Shaharudin Kutar, L.C., Abd Samat, P.",6602079797; 7006652450; 57213568417; 6504018586; 6507100425,Ship maintenance scheduling by genetic algorithm and constraint-based reasoning,1999,European Journal of Operational Research,112.0,3.0,489.0,502.0,54.0,10.1016/S0377-2217(97)00399-8,https://www.scopus.com/inward/record.url?eid=2-s2.0-0033079210&partnerID=40&md5=4a4da0f0fa6c43377f076dccef41c33e,Article,,"Ship maintenance scheduling is a process to decide start times of maintenance activities that satisfy all precedence and resource constraints and optimize the ship availability. In this paper, ship maintenance scheduling is modelled as a constraint satisfaction problem (CSP). The variables of CSP are the start times and its domain values are the start and horizon of the schedule. To solve the ship maintenance scheduling problem in the Royal Malaysian Navy, we have adopted a constraint-based reasoning (CBR) which requires start times of the first activities of maintenance cycles to solve the problem by the CBR. Thus, we adopt a genetic algorithm (GA) to find the start times of the first activities. The simulation results showed the effectiveness of the present hybrid algorithm.","('Constraint-based reasoning', 'Genetic algorithm', 'Maintenance scheduling')",ship mainten schedul genet algorithm constraint base reason ship mainten schedul process decid start time mainten activ satisfi preced resourc constraint optim ship avail in paper ship mainten schedul model constraint satisfact problem csp the variabl csp start time domain valu start horizon schedul to solv ship mainten schedul problem royal malaysian navi adopt constraint base reason cbr requir start time first activ mainten cycl solv problem cbr thus adopt genet algorithm ga find start time first activ the simul result show effect present hybrid algorithm constraint base reason genet algorithm mainten schedul
14644,"Dargam, F.C.C., Perz, E.W.",56095349000; 6602987292,A decision support system for power plant design,1998,European Journal of Operational Research,109.0,2.0,310.0,320.0,15.0,10.1016/S0377-2217(98)00059-9,https://www.scopus.com/inward/record.url?eid=2-s2.0-0032169183&partnerID=40&md5=f1a9f474c99f36947f07b9172e838cc7,Article,,"The design of power plants requires a balanced study of three major considerations, namely: the decision about the plant lay-out (choice of components and their dispositions); the planning of the plant operational requirements (provision for maintenance and upratings); and the variation of external conditions, like changes on energy costs or on the demand rates, for instance. These three aspects must be jointly dealt with, considering both quantitative and qualitative classifications which cover economic and technical requirements of the project design. The available tools for design and simulation of power plants, provide support for technical quantitative analysis. However, they do not support the design qualitatively. In this paper, we propose to incorporate a decision support system in a power plant simulation tool, in order to provide the qualitative synthesis needed for the plant design process, and also to assist the design engineers in performing a better choice-evaluation of the aspects described previously. The paper describes the system's specification and initial implementation details within the simulation framework of IPSEpro, a programmable integrated process simulation environment from SimTech. © 1998 Elsevier Science B. V. All rights reserved.","('Decision support systems', 'Evaluation support', 'Knowledge-based support systems', 'Power plant design', 'Process simulation', 'Qualitative analysis')",a decis support system power plant design the design power plant requir balanc studi three major consider name decis plant lay out choic compon disposit plan plant oper requir provis mainten uprat variat extern condit like chang energi cost demand rate instanc these three aspect must joint dealt with consid quantit qualit classif cover econom technic requir project design the avail tool design simul power plant provid support technic quantit analysi howev support design qualit in paper propos incorpor decis support system power plant simul tool order provid qualit synthesi need plant design process also assist design engin perform better choic evalu aspect describ previous the paper describ system s specif initi implement detail within simul framework ipsepro programm integr process simul environ simtech elsevi scienc b v all right reserv decis support system evalu support knowledg base support system power plant design process simul qualit analysi
14690,"Van Dijkhuizen, G.C., Van Harten, A.",6506247159; 7003449377,Two-stage generalized age maintenance of a queue-like production system,1998,European Journal of Operational Research,108.0,2.0,363.0,378.0,16.0,10.1016/S0377-2217(97)00105-7,https://www.scopus.com/inward/record.url?eid=2-s2.0-0042785322&partnerID=40&md5=488c7e052b65fd70916d4a6cab8df50d,Article,,"In general, the initiation of preventive maintenance should be based on the technical state as well as the operating state of a production system. Since the operating state of a production system is often subject to fluctuations in time, the planning of preventive maintenance at preset points in time (e.g. age/block replacement) cannot be optimal. Therefore, we propose a so-called two-stage maintenance policy, which - in a first stage - uses the technical state of the production system to determine a finite interval [t, t + Δt] during which preventive maintenance must be carried out, and - in a second stage - uses the operating state of the production system to determine the optimal starting time t̂ for preventive maintenance within that interval. A generalized age maintenance policy optimizing both t and Δt is formulated in the first stage. To this end, the actual starting time of preventive maintenance is modelled in terms of a uniform distribution over the maintenance interval. Moreover, the expected costs of preventive maintenance are modelled as a decreasing function of the interval size. An efficient algorithm is developed to demonstrate the optimal strategy for a queue-like production system, via numerical results that offer useful insights. © 1998 Elsevier Science B.V. Keywords: Maintenance; Reliability; Production; Optimization; Markov processes.",(),two stage general age mainten queue like product system in general initi prevent mainten base technic state well oper state product system sinc oper state product system often subject fluctuat time plan prevent mainten preset point time e g age block replac cannot optim therefor propos so call two stage mainten polici first stage use technic state product system determin finit interv t t prevent mainten must carri out second stage use oper state product system determin optim start time t prevent mainten within interv a general age mainten polici optim t formul first stage to end actual start time prevent mainten model term uniform distribut mainten interv moreov expect cost prevent mainten model decreas function interv size an effici algorithm develop demonstr optim strategi queue like product system via numer result offer use insight elsevi scienc b v keyword mainten reliabl product optim markov process
14704,"Sheu, S.-H.",7202895027,A generalized age and block replacement of a system subject to shocks,1998,European Journal of Operational Research,108.0,2.0,345.0,362.0,103.0,10.1016/S0377-2217(97)00051-9,https://www.scopus.com/inward/record.url?eid=2-s2.0-0001178588&partnerID=40&md5=113d6965a0ef9551b67c74979babbbc5,Article,,"A system is subject to shocks that arrive according to a nonhomogeneous Poisson process. As shocks occur a system has two types of failures. Type I failure (minor failure) is removed by a minimal repair, whereas type II failure (catastrophic failure) is removed by an unplanned (or unscheduled) replacement. The choice of these two possible actions is based on some random mechanism which depends on the number of shocks suffered since the last replacement. For an age replacement maintenance policy, planned (or scheduled) replacements occur whenever an operating system reaches age T, whereas in the block replacement case, planned replacements occur every T units of time. The aim of this paper is to derive the expressions for the expected long-run cost per unit time and the total α-discounted cost for each policy. The optimal T* which would minimize the cost rate or the total α-discounted cost is discussed. Various special cases are detailed. A numerical example is given to illustrate the method. © 1998 Elsevier Science B.V.","('Maintenance', 'Optimization', 'Reliability', 'Repair', 'Replacement')",a general age block replac system subject shock a system subject shock arriv accord nonhomogen poisson process as shock occur system two type failur type i failur minor failur remov minim repair wherea type ii failur catastroph failur remov unplan or unschedul replac the choic two possibl action base random mechan depend number shock suffer sinc last replac for age replac mainten polici plan or schedul replac occur whenev oper system reach age t wherea block replac case plan replac occur everi t unit time the aim paper deriv express expect long run cost per unit time total discount cost polici the optim t would minim cost rate total discount cost discuss various special case detail a numer exampl given illustr method elsevi scienc b v mainten optim reliabl repair replac
15062,"Christer, A.H., Wang, W., Sharp, J.M.",7003576575; 57203262582; 7401914816,A state space condition monitoring model for furnace erosion prediction and replacement,1997,European Journal of Operational Research,101.0,1.0,1.0,14.0,119.0,10.1016/S0377-2217(97)00132-X,https://www.scopus.com/inward/record.url?eid=2-s2.0-0031198496&partnerID=40&md5=8302cfdbf1f5ae76adb26b785fbb9108,Article,,"The paper develops a replacement action decision aid for a key furnace component subject to condition monitoring. A state space model is used to predict the erosion condition of the inductors in an induction furnace in which a measure of the conductance ratio (CR) is used to indirectly assess the relative condition of the inductors, and to guide replacement decisions. This study seeks to improve on this decision process by establishing the relationship between CR and the erosion condition of the inductors. To establish such a relationship, a state space model has been established and the system parameters estimated from CR data. A replacement cost model to balance at any time costly replacements with possible catastrophic failure is also proposed based upon the predicted probability of inductor erosion conditional upon all available information. The well known Kalman filter is employed to derive the predicted and updated probability of inductor erosion level conditional upon CR data to date. This is the first time the condition monitoring decision process has been modelled for real plant based upon filtering theory. The model fits the data well, gives a sensible answer to the actual problem, and is transferable to other condition monitoring contexts. Possible extensions are discussed in the paper. © 1997 Elsevier Science B.V.","('Condition monitoring', 'Kalman filter', 'Maintenance', 'Replacement', 'State space model')",a state space condit monitor model furnac eros predict replac the paper develop replac action decis aid key furnac compon subject condit monitor a state space model use predict eros condit inductor induct furnac measur conduct ratio cr use indirect assess relat condit inductor guid replac decis this studi seek improv decis process establish relationship cr eros condit inductor to establish relationship state space model establish system paramet estim cr data a replac cost model balanc time cost replac possibl catastroph failur also propos base upon predict probabl inductor eros condit upon avail inform the well known kalman filter employ deriv predict updat probabl inductor eros level condit upon cr data date this first time condit monitor decis process model real plant base upon filter theori the model fit data well give sensibl answer actual problem transfer condit monitor context possibl extens discuss paper elsevi scienc b v condit monitor kalman filter mainten replac state space model
15120,"Kumar, D., Westberg, U.",57199657548; 7801663345,Maintenance scheduling under age replacement policy using proportional hazards model and TTT-plotting,1997,European Journal of Operational Research,99.0,3.0,507.0,515.0,72.0,10.1016/S0377-2217(96)00317-7,https://www.scopus.com/inward/record.url?eid=2-s2.0-0031170328&partnerID=40&md5=9b0b87af3d87f1e8eaeef8fea263b324,Article,,"The failure characteristics of a system may depend on the total operating time, operating time since the last repair, failure history, operating conditions or on the values of monitored variables. A reliability based approach which takes into consideration values of monitored variables is suggested for estimating the optimum maintenance (or replacement) time interval for a system or threshold values of monitored variables under the age replacement policy. The maintenance cost equation is formed on the basis of the planned and unplanned maintenance costs and the values of monitored variables. The proportional hazards model is used to identify the importance of monitored variables. The reliability function is estimated considering the values of monitored variables. A total time on test (TTT) plot based on this estimate of the reliability function is used to estimate the optimum maintenance (or replacement) time interval for a system or threshold values of monitored variables. This approach is illustrated with an example. © 1997 Elsevier Science B.V.","('Age replacement policy', 'Maintenance scheduling', 'Proportional hazards model', 'Threshold value', 'Total time on test')",mainten schedul age replac polici use proport hazard model ttt plot the failur characterist system may depend total oper time oper time sinc last repair failur histori oper condit valu monitor variabl a reliabl base approach take consider valu monitor variabl suggest estim optimum mainten or replac time interv system threshold valu monitor variabl age replac polici the mainten cost equat form basi plan unplan mainten cost valu monitor variabl the proport hazard model use identifi import monitor variabl the reliabl function estim consid valu monitor variabl a total time test ttt plot base estim reliabl function use estim optimum mainten or replac time interv system threshold valu monitor variabl this approach illustr exampl elsevi scienc b v age replac polici mainten schedul proport hazard model threshold valu total time test
15122,"Al-Zubaidi, H., Christer, A.H.",6506741932; 7003576575,Maintenance manpower modelling for a hospital building complex,1997,European Journal of Operational Research,99.0,3.0,603.0,618.0,18.0,10.1016/S0377-2217(96)00324-4,https://www.scopus.com/inward/record.url?eid=2-s2.0-0031166446&partnerID=40&md5=b001339905666b50a9083531745a362b,Article,,"A building maintenance manpower simulation model is developed within the case context of a specific hospital complex to investigate the potential gain to be realised using different manpower management and operational procedures. Allowance is made for daily variation in demand for maintenance, sickness and holiday patterns, and the characteristic of different trades. Numerical results are presented for the plumbing trade as a particular example of modelling output. © 1997 Elsevier Science B.V.","('Building maintenance', 'Hospital', 'Manpower modelling', 'Simulation modelling')",mainten manpow model hospit build complex a build mainten manpow simul model develop within case context specif hospit complex investig potenti gain realis use differ manpow manag oper procedur allow made daili variat demand mainten sick holiday pattern characterist differ trade numer result present plumb trade particular exampl model output elsevi scienc b v build mainten hospit manpow model simul model
15123,"Scarf, P.A.",6701898440,On the application of mathematical models in maintenance,1997,European Journal of Operational Research,99.0,3.0,493.0,506.0,243.0,10.1016/S0377-2217(96)00316-5,https://www.scopus.com/inward/record.url?eid=2-s2.0-0031166289&partnerID=40&md5=9afe8bc110e0845c94f53dc182eee3d2,Article,,"This paper may be seen as an appeal to maintenance modellers to work with maintenance engineers and managers on real problems. Such collaboration is essential if maintenance modelling is to be accepted within the engineering community. It is also particularly important in the design and building of maintenance management information systems if such systems are to be used to manage and operate maintenance policy in the new millennium. In this context, developing areas of maintenance modelling are discussed, namely: inspection maintenance; condition based maintenance; maintenance for multi-component systems; and maintenance management information systems. Some new models relating to capital replacement are also considered. Thus, we are concerned with the mathematical modelling of maintenance rather than with management processes relating to maintenance. Discussion of maintenance management information systems is included because of their importance in providing data for mathematical modelling and in implementing model-based maintenance policy. © 1997 Elsevier Science B.V.","('Capital replacement', 'Condition monitoring', 'Inspection', 'Maintenance', 'Maintenance management information systems')",on applic mathemat model mainten this paper may seen appeal mainten model work mainten engin manag real problem such collabor essenti mainten model accept within engin communiti it also particular import design build mainten manag inform system system use manag oper mainten polici new millennium in context develop area mainten model discuss name inspect mainten condit base mainten mainten multi compon system mainten manag inform system some new model relat capit replac also consid thus concern mathemat model mainten rather manag process relat mainten discuss mainten manag inform system includ import provid data mathemat model implement model base mainten polici elsevi scienc b v capit replac condit monitor inspect mainten mainten manag inform system
15124,"Smith, M.A.J., Dekker, R.",15037330100; 7103035194,"Preventive maintenance in a 1 out of n system: The uptime, downtime and costs",1997,European Journal of Operational Research,99.0,3.0,565.0,583.0,41.0,10.1016/S0377-2217(96)00321-9,https://www.scopus.com/inward/record.url?eid=2-s2.0-0031166049&partnerID=40&md5=b12663146d2d9c53d7ac83fe8ce491e3,Article,,"In repairable systems with redundancy, failed units can be replaced by spare units in order to reduce the system downtime. The failed units are sent to a repair shop or manufacturer for corrective maintenance and subsequently are returned for re-use. In this paper we consider a 1 out of n system with cold standby and we assume that repaired units are ""as good as new"". When a unit has an increasing failure rate it can be advantageous to perform preventive maintenance in order to return it to its ""as good as new"" state, because preventive maintenance will take less time and tends to be cheaper. In the model we present we use age-replacement; a machine is taken out for preventive maintenance and replaced by a standby one if its age has reached a certain value, Tpm. In this paper we derive an approximation scheme to compute the expected uptime, the expected downtime and the expected costs per time unit of the system, given the total number of units and the age-replacement value, Tpm. Consequently the number of units and the value Tpm can be determined for maximum long-term economy. © 1997 Elsevier Science B.V.","('Maintenance', 'Optimisation', 'Reliability', 'Replacement')",prevent mainten n system the uptim downtim cost in repair system redund fail unit replac spare unit order reduc system downtim the fail unit sent repair shop manufactur correct mainten subsequ return re use in paper consid n system cold standbi assum repair unit as good new when unit increas failur rate advantag perform prevent mainten order return as good new state prevent mainten take less time tend cheaper in model present use age replac machin taken prevent mainten replac standbi one age reach certain valu tpm in paper deriv approxim scheme comput expect uptim expect downtim expect cost per time unit system given total number unit age replac valu tpm consequ number unit valu tpm determin maximum long term economi elsevi scienc b v mainten optimis reliabl replac
15125,"Van Dijkhuizen, G., Van Harten, A.",6506247159; 7003449377,Optimal clustering of frequency-constrained maintenance jobs with shared set-ups,1997,European Journal of Operational Research,99.0,3.0,552.0,564.0,19.0,10.1016/S0377-2217(96)00320-7,https://www.scopus.com/inward/record.url?eid=2-s2.0-0031165843&partnerID=40&md5=3d0400ecf3e46578bb6f3b851a71d9f1,Article,"All Open Access, Green","Since maintenance jobs often require one or more set-up activities, joint execution or clustering of maintenance jobs is a powerful instrument to reduce shut-down costs. We consider a clustering problem for frequency-constrained maintenance jobs, i.e. maintenance jobs that must be carried out with a prescribed (or higher) frequency. For the clustering of maintenance jobs with identical, so-called common set-ups, several strong dominance rules are provided. These dominance rules are used in an efficient dynamic programming algorithm which solves the problem in polynomial time. For the clustering of maintenance jobs with partially identical, so-called shared set-ups, similar but less strong dominance rules are available. Nevertheless, a surprisingly well-performing greedy heuristic and a branch and bound procedure have been developed to solve this problem. For randomly generated test problems with 10 set-ups and 30 maintenance jobs, the heuristic was optimal in 47 out of 100 test problems, with an average deviation of 0.24% from the optimal solution. In addition, the branch and bound method found an optimal solution in only a few seconds computation time on average. © 1997 Elsevier Science B.V.","('Branch and bound', 'Dynamic programming', 'Heuristics', 'Maintenance', 'Optimization')",optim cluster frequenc constrain mainten job share set up sinc mainten job often requir one set up activ joint execut cluster mainten job power instrument reduc shut down cost we consid cluster problem frequenc constrain mainten job i e mainten job must carri prescrib or higher frequenc for cluster mainten job ident so call common set up sever strong domin rule provid these domin rule use effici dynam program algorithm solv problem polynomi time for cluster mainten job partial ident so call share set up similar less strong domin rule avail nevertheless surpris well perform greedi heurist branch bound procedur develop solv problem for random generat test problem set up mainten job heurist optim test problem averag deviat optim solut in addit branch bound method found optim solut second comput time averag elsevi scienc b v branch bound dynam program heurist mainten optim
15126,"Redmond, D.F., Christer, A.H., Rigden, S.R., Burley, E., Tajelli, A., Abu-Tair, A.",7101805628; 7003576575; 7007054468; 7003930066; 6507453920; 6602946155,O.R. modelling of the deterioration and maintenance of concrete structures,1997,European Journal of Operational Research,99.0,3.0,619.0,631.0,22.0,10.1016/S0377-2217(96)00325-6,https://www.scopus.com/inward/record.url?eid=2-s2.0-0031165116&partnerID=40&md5=ebf810b8a60944fe9fcfd0a58b7c13c2,Article,,"This paper reports on a collaborative venture between operational researchers and civil engineers over 3 years. The main objectives were to collect and publish data on the observed rates of deterioration of particular defect types in a large number of concrete bridges, and to develop predictive mathematical models that relate inspection frequency to maintenance costs. The motivation was in part associated with the prototype modelling paper for inspection practices of major concrete structures, Christer (1988). The paper reports on the analysis of data collected and the estimation of deterioration using the concept of delay time. The two phase delay time model is extended to an extra phase in order to model the process of cracking and spalling in concrete. Maximum likelihood techniques are used to estimate modelling parameters and an appropriate test of fit is carried out. Cost based models are then formulated to predict the cost effects of maintenance and inspection decision options. The cost model is applied first to an element, and then to an aggregate number of component types to produce a cost model for maintenance of a bridge or set of bridges. © 1997 Published by Elsevier Science B.V.",(),o r model deterior mainten concret structur this paper report collabor ventur oper research civil engin year the main object collect publish data observ rate deterior particular defect type larg number concret bridg develop predict mathemat model relat inspect frequenc mainten cost the motiv part associ prototyp model paper inspect practic major concret structur christer the paper report analysi data collect estim deterior use concept delay time the two phase delay time model extend extra phase order model process crack spall concret maximum likelihood techniqu use estim model paramet appropri test fit carri out cost base model formul predict cost effect mainten inspect decis option the cost model appli first element aggreg number compon type produc cost model mainten bridg set bridg publish elsevi scienc b v
15127,"Wildeman, R.E., Dekker, R., Smit, A.C.J.M.",6602831773; 7103035194; 7103114595,A dynamic policy for grouping maintenance activities,1997,European Journal of Operational Research,99.0,3.0,530.0,551.0,159.0,10.1016/S0377-2217(97)00319-6,https://www.scopus.com/inward/record.url?eid=2-s2.0-0031163852&partnerID=40&md5=b47ab9657a129c7e0ef26af380564907,Article,"All Open Access, Green",A maintenance activity carried out on a technical system often involves a system-dependent set-up cost that is the same for all maintenance activities carried out on that system. Grouping activities thus saves costs since execution of a group of activities requires only one set-up. Many maintenance models consider the grouping of maintenance activities on a long-term basis with an infinite horizon. This makes it very difficult to incorporate short-term circumstances such as opportunities or a varying use of components because these are either not known beforehand or make the problem intractable. In this paper we propose a rolling-horizon approach that takes a long-term tentative plan as a basis for a subsequent adaptation according to information that becomes available on the short term. This yields a dynamic grouping policy that assists the maintenance manager in his planning job. We present a fast approach that allows interactive planning by showing how shifts from the tentative planning work out. We illustrate our approach with examples. © 1997 Elsevier Science B.V.,"('Dynamic programming', 'Maintenance', 'Multiple components', 'Planning')",a dynam polici group mainten activ a mainten activ carri technic system often involv system depend set up cost mainten activ carri system group activ thus save cost sinc execut group activ requir one set up mani mainten model consid group mainten activ long term basi infinit horizon this make difficult incorpor short term circumst opportun vari use compon either known beforehand make problem intract in paper propos roll horizon approach take long term tentat plan basi subsequ adapt accord inform becom avail short term this yield dynam group polici assist mainten manag plan job we present fast approach allow interact plan show shift tentat plan work out we illustr approach exampl elsevi scienc b v dynam program mainten multipl compon plan
15128,"Wang, W.",57203262582,Subjective estimation of the delay time distribution in maintenance modelling,1997,European Journal of Operational Research,99.0,3.0,516.0,529.0,51.0,10.1016/S0377-2217(96)00318-9,https://www.scopus.com/inward/record.url?eid=2-s2.0-0031162682&partnerID=40&md5=12fb5b5c355468d74a7b88958a393f7d,Article,,"In this paper, the problems in the current method for obtaining a subjective estimate of the delay time distribution used in maintenance modelling are discussed and a brief literature survey on assessing subjective probability and expert judgment in decision making is presented. Based upon the results of the survey and experience in conducting a subjective estimating procedure for the delay time distribution, a revised procedure and method for obtaining the subjective delay time estimate is proposed, and the models for combining experts' opinions and updating the delay time distribution are also discussed. Case examples are given in the paper to demonstrate the methodology. © 1997 Elsevier Science B.V.","('Delay time', 'Expert judgment', 'Inspection', 'Maintenance', 'Subjective probability')",subject estim delay time distribut mainten model in paper problem current method obtain subject estim delay time distribut use mainten model discuss brief literatur survey assess subject probabl expert judgment decis make present base upon result survey experi conduct subject estim procedur delay time distribut revis procedur method obtain subject delay time estim propos model combin expert opinion updat delay time distribut also discuss case exampl given paper demonstr methodolog elsevi scienc b v delay time expert judgment inspect mainten subject probabl
